,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
83,2019-02-07,1111.82,1111.99,1093.59,1105.91,1105.91,1914877.0,0.0,GOOGL
84,2019-02-06,1149.27,1154.0,1118.36,1122.89,1122.89,2412820.0,0.0,GOOGL
85,2019-02-05,1129.63,1152.77,1123.6,1151.87,1151.87,4114790.0,0.0,GOOGL
86,2019-02-04,1119.01,1142.34,1117.51,1141.42,1141.42,3920591.0,0.0,GOOGL
87,2019-02-01,1122.29,1134.4,1114.25,1118.62,1118.62,1655813.0,0.0,GOOGL
88,2019-01-31,1112.24,1127.67,1105.25,1125.89,1125.89,2011572.0,0.0,GOOGL
89,2019-01-30,1077.36,1099.52,1076.64,1097.99,1097.99,1472647.0,0.0,GOOGL
90,2019-01-29,1081.04,1084.73,1066.02,1070.06,1070.06,985248.0,0.0,GOOGL
91,2019-01-28,1090.07,1093.37,1074.61,1079.86,1079.86,1466714.0,0.0,GOOGL
92,2019-01-25,1094.23,1103.36,1091.8,1101.51,1101.51,1163788.0,0.0,GOOGL
93,2019-01-24,1082.51,1088.0,1070.02,1084.0,1084.0,1455948.0,0.0,GOOGL
94,2019-01-23,1086.86,1092.95,1067.57,1084.41,1084.41,1259738.0,0.0,GOOGL
95,2019-01-22,1096.0,1098.97,1070.89,1078.63,1078.63,1981594.0,0.0,GOOGL
96,2019-01-18,1108.59,1118.0,1099.28,1107.3,1107.3,2244569.0,0.0,GOOGL
97,2019-01-17,1087.99,1100.7,1083.26,1099.12,1099.12,1244801.0,0.0,GOOGL
98,2019-01-16,1090.0,1102.36,1088.01,1089.51,1089.51,1914041.0,0.0,GOOGL
99,2019-01-15,1058.01,1088.27,1054.44,1086.51,1086.51,1875852.0,0.0,GOOGL
