,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
0,2019-06-07,205.0,210.8438,203.499,204.5,204.5,15957667.0,0.0,TSLA
1,2019-06-06,204.44,211.0,201.8,205.95,205.95,20242151.0,0.0,TSLA
2,2019-06-05,198.68,201.2782,191.8486,196.59,196.59,13510756.0,0.0,TSLA
3,2019-06-04,181.1,193.98,179.61,193.6,193.6,13807522.0,0.0,TSLA
4,2019-06-03,185.51,186.68,176.9919,178.97,178.97,13064410.0,0.0,TSLA
5,2019-05-31,185.1,189.9204,184.1,185.16,185.16,10406732.0,0.0,TSLA
6,2019-05-30,188.75,192.255,187.02,188.22,188.22,7926475.0,0.0,TSLA
7,2019-05-29,187.1,192.39,185.0401,189.86,189.86,11968638.0,0.0,TSLA
8,2019-05-28,191.2,195.0,187.85,188.7,188.7,10312901.0,0.0,TSLA
9,2019-05-24,199.83,199.98,188.7505,190.63,190.63,14136572.0,0.0,TSLA
10,2019-05-23,194.34,199.465,186.22,195.49,195.49,26547142.0,0.0,TSLA
11,2019-05-22,199.1,203.94,191.78,192.73,192.73,18685187.0,0.0,TSLA
12,2019-05-21,197.76,207.4,196.04,205.08,205.08,18003899.0,0.0,TSLA
13,2019-05-20,202.8,206.0,195.25,205.36,205.36,20526195.0,0.0,TSLA
14,2019-05-17,221.96,222.24,208.92,211.03,211.03,17786666.0,0.0,TSLA
15,2019-05-16,229.49,231.0,226.5,228.33,228.33,7483273.0,0.0,TSLA
16,2019-05-15,229.32,232.44,225.25,231.95,231.95,7295976.0,0.0,TSLA
17,2019-05-14,229.3,234.5,228.0,232.31,232.31,7252412.0,0.0,TSLA
18,2019-05-13,232.01,232.47,224.5,227.01,227.01,10834796.0,0.0,TSLA
19,2019-05-10,239.75,241.99,236.02,239.52,239.52,7008336.0,0.0,TSLA
20,2019-05-09,242.0,243.68,236.9434,241.98,241.98,6711382.0,0.0,TSLA
21,2019-05-08,246.94,250.599,244.2,244.84,244.84,6176440.0,0.0,TSLA
22,2019-05-07,256.8,257.21,245.1,247.06,247.06,10131408.0,0.0,TSLA
23,2019-05-06,250.02,258.3499,248.5,255.34,255.34,10833943.0,0.0,TSLA
24,2019-05-03,243.86,256.61,243.49,255.03,255.03,23706771.0,0.0,TSLA
25,2019-05-02,245.52,247.13,237.72,244.1,244.1,18159339.0,0.0,TSLA
26,2019-05-01,238.85,240.0,231.5,234.01,234.01,10704354.0,0.0,TSLA
27,2019-04-30,242.06,244.21,237.0,238.69,238.69,9464628.0,0.0,TSLA
28,2019-04-29,235.86,243.98,232.17,241.47,241.47,16714476.0,0.0,TSLA
29,2019-04-26,246.5,246.68,231.13,235.14,235.14,22360709.0,0.0,TSLA
30,2019-04-25,255.0,259.0,246.07,247.63,247.63,21849393.0,0.0,TSLA
31,2019-04-24,263.85,265.32,258.0,258.66,258.66,10727454.0,0.0,TSLA
32,2019-04-23,260.15,265.6,255.75,263.9,263.9,10943859.0,0.0,TSLA
33,2019-04-22,269.0,269.68,262.48,262.75,262.75,12147141.0,0.0,TSLA
34,2019-04-18,271.23,274.84,269.75,273.26,273.26,5876325.0,0.0,TSLA
35,2019-04-17,274.75,274.79,268.535,271.23,271.23,5126468.0,0.0,TSLA
36,2019-04-16,265.75,275.0,264.72,273.36,273.36,7272930.0,0.0,TSLA
37,2019-04-15,268.63,268.88,258.63,266.38,266.38,10038579.0,0.0,TSLA
38,2019-04-12,270.22,271.95,266.83,267.7,267.7,6745974.0,0.0,TSLA
39,2019-04-11,268.3,270.5,265.6,268.42,268.42,9835927.0,0.0,TSLA
40,2019-04-10,276.74,278.38,272.8925,276.06,276.06,7061314.0,0.0,TSLA
41,2019-04-09,271.65,275.0,269.61,272.31,272.31,5904031.0,0.0,TSLA
42,2019-04-08,277.69,281.16,270.44,273.2,273.2,10410436.0,0.0,TSLA
43,2019-04-05,269.86,276.1,266.11,274.96,274.96,13038257.0,0.0,TSLA
44,2019-04-04,261.89,271.2,260.59,267.78,267.78,23720729.0,0.0,TSLA
45,2019-04-03,287.32,296.17,287.17,291.81,291.81,7929864.0,0.0,TSLA
46,2019-04-02,288.3,289.44,283.88,285.88,285.88,5478940.0,0.0,TSLA
47,2019-04-01,282.62,289.2,281.281,289.18,289.18,8110439.0,0.0,TSLA
48,2019-03-29,278.7,280.16,274.5,279.86,279.86,5991338.0,0.0,TSLA
49,2019-03-28,277.16,280.33,275.1,278.62,278.62,6774093.0,0.0,TSLA
50,2019-03-27,268.75,275.37,268.1838,274.83,274.83,8779166.0,0.0,TSLA
51,2019-03-26,264.44,270.26,264.43,267.77,267.77,7350948.0,0.0,TSLA
52,2019-03-25,259.71,263.18,254.46,260.42,260.42,10215029.0,0.0,TSLA
53,2019-03-22,272.58,272.8,264.0,264.53,264.53,8745609.0,0.0,TSLA
54,2019-03-21,272.6,276.45,268.45,274.02,274.02,5947098.0,0.0,TSLA
55,2019-03-20,269.69,274.97,266.3,273.6,273.6,6908224.0,0.0,TSLA
56,2019-03-19,267.5,273.3,263.46,267.47,267.47,11800630.0,0.0,TSLA
57,2019-03-18,276.0,278.05,267.3,269.49,269.49,10280980.0,0.0,TSLA
58,2019-03-15,283.51,283.7244,274.4,275.43,275.43,14785531.0,0.0,TSLA
59,2019-03-14,292.45,295.39,288.29,289.96,289.96,7103447.0,0.0,TSLA
60,2019-03-13,283.9,291.99,282.7,288.96,288.96,6844719.0,0.0,TSLA
61,2019-03-12,286.49,288.07,281.06,283.36,283.36,7504137.0,0.0,TSLA
62,2019-03-11,283.52,291.28,280.5,290.92,290.92,7392278.0,0.0,TSLA
63,2019-03-08,276.91,285.59,275.89,284.14,284.14,8819625.0,0.0,TSLA
64,2019-03-07,278.84,284.7,274.25,276.59,276.59,9442483.0,0.0,TSLA
65,2019-03-06,276.48,281.5058,274.39,276.24,276.24,10335485.0,0.0,TSLA
66,2019-03-05,282.0,284.0,270.1,276.54,276.54,18764740.0,0.0,TSLA
67,2019-03-04,298.12,299.0,282.78,285.36,285.36,17096818.0,0.0,TSLA
68,2019-03-01,306.94,307.13,291.9,294.79,294.79,22911375.0,0.0,TSLA
69,2019-02-28,318.92,320.0,310.81,319.88,319.88,10520653.0,0.0,TSLA
70,2019-02-27,301.78,316.295,300.55,314.74,314.74,11183908.0,0.0,TSLA
71,2019-02-26,292.22,302.01,288.7701,297.86,297.86,8582535.0,0.0,TSLA
72,2019-02-25,297.91,302.9044,297.0005,298.77,298.77,6626522.0,0.0,TSLA
73,2019-02-22,294.49,296.5,292.1,294.71,294.71,5740558.0,0.0,TSLA
74,2019-02-21,301.81,303.2399,290.5,291.23,291.23,8909182.0,0.0,TSLA
75,2019-02-20,304.41,306.3,299.0,302.56,302.56,7142117.0,0.0,TSLA
76,2019-02-19,306.56,311.5442,305.47,305.64,305.64,4168443.0,0.0,TSLA
77,2019-02-15,304.5,308.0,303.9,307.88,307.88,3904947.0,0.0,TSLA
78,2019-02-14,303.38,306.77,301.0,303.77,303.77,5200832.0,0.0,TSLA
79,2019-02-13,312.35,312.75,305.57,308.17,308.17,5141617.0,0.0,TSLA
80,2019-02-12,316.2,318.19,309.62,311.81,311.81,5517570.0,0.0,TSLA
81,2019-02-11,311.6,318.6,310.5,312.84,312.84,7129713.0,0.0,TSLA
82,2019-02-08,306.83,307.445,298.5,305.8,305.8,5844212.0,0.0,TSLA
83,2019-02-07,313.3,314.7,303.0,307.51,307.51,6520611.0,0.0,TSLA
84,2019-02-06,319.59,324.24,315.624,317.22,317.22,5038546.0,0.0,TSLA
85,2019-02-05,312.49,322.44,312.2494,321.35,321.35,6742765.0,0.0,TSLA
86,2019-02-04,312.98,315.3,301.88,312.89,312.89,7352082.0,0.0,TSLA
87,2019-02-01,305.42,316.1,303.5,312.21,312.21,7283441.0,0.0,TSLA
88,2019-01-31,301.0,311.5636,294.0,307.02,307.02,12569245.0,0.0,TSLA
89,2019-01-30,300.45,309.0,298.49,308.77,308.77,11250318.0,0.0,TSLA
90,2019-01-29,295.27,298.5566,291.8,297.46,297.46,4621692.0,0.0,TSLA
91,2019-01-28,292.91,297.46,287.75,296.38,296.38,6423279.0,0.0,TSLA
92,2019-01-25,294.39,298.5195,289.55,297.04,297.04,7258078.0,0.0,TSLA
93,2019-01-24,283.03,293.68,279.2831,291.51,291.51,8012155.0,0.0,TSLA
