,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
0,2019-06-27,200.29,201.57,199.57,199.74,199.74,15905065.0,0.0,AAPL
1,2019-06-26,197.77,200.99,197.35,199.8,199.8,26043015.0,0.0,AAPL
2,2019-06-25,198.43,199.26,195.29,195.57,195.57,21070334.0,0.0,AAPL
3,2019-06-24,198.54,200.16,198.17,198.58,198.58,18220421.0,0.0,AAPL
4,2019-06-21,198.8,200.85,198.15,198.78,198.78,47800589.0,0.0,AAPL
5,2019-06-20,200.37,200.61,198.03,199.46,199.46,21513988.0,0.0,AAPL
6,2019-06-19,199.68,199.88,197.31,197.87,197.87,21124235.0,0.0,AAPL
7,2019-06-18,196.05,200.29,195.21,198.45,198.45,26551004.0,0.0,AAPL
8,2019-06-17,192.9,194.96,192.17,193.89,193.89,14669144.0,0.0,AAPL
9,2019-06-14,191.545,193.5863,190.3,192.74,192.74,18761474.0,0.0,AAPL
10,2019-06-13,194.7,196.79,193.6,194.15,194.15,21674625.0,0.0,AAPL
11,2019-06-12,193.95,195.97,193.385,194.19,194.19,18253189.0,0.0,AAPL
12,2019-06-11,194.86,196.0,193.6,194.81,194.81,26932882.0,0.0,AAPL
13,2019-06-10,191.81,195.37,191.62,192.58,192.58,26220851.0,0.0,AAPL
14,2019-06-07,186.51,191.92,185.77,190.15,190.15,30684393.0,0.0,AAPL
15,2019-06-06,183.08,185.47,182.1489,185.22,185.22,22526311.0,0.0,AAPL
16,2019-06-05,184.28,184.99,181.14,182.54,182.54,29773427.0,0.0,AAPL
17,2019-06-04,175.44,179.83,174.52,179.64,179.64,30967961.0,0.0,AAPL
18,2019-06-03,175.6,177.92,170.27,173.3,173.3,40396069.0,0.0,AAPL
19,2019-05-31,176.23,177.99,174.99,175.07,175.07,27043584.0,0.0,AAPL
20,2019-05-30,177.95,179.23,176.67,178.3,178.3,21218412.0,0.0,AAPL
21,2019-05-29,176.42,179.35,176.0,177.38,177.38,28481165.0,0.0,AAPL
22,2019-05-28,178.92,180.59,177.91,178.23,178.23,27948160.0,0.0,AAPL
23,2019-05-24,180.2,182.14,178.62,178.97,178.97,23714686.0,0.0,AAPL
24,2019-05-23,179.8,180.54,177.81,179.66,179.66,36529736.0,0.0,AAPL
25,2019-05-22,184.66,185.71,182.55,182.78,182.78,29748556.0,0.0,AAPL
26,2019-05-21,185.22,188.0,184.7,186.6,186.6,28364848.0,0.0,AAPL
27,2019-05-20,183.52,184.349,180.2839,183.09,183.09,38612290.0,0.0,AAPL
28,2019-05-17,186.93,190.9,186.76,189.0,189.0,32879090.0,0.0,AAPL
29,2019-05-16,189.91,192.4689,188.84,190.08,190.08,33031364.0,0.0,AAPL
30,2019-05-15,186.27,191.75,186.02,190.92,190.92,26544718.0,0.0,AAPL
31,2019-05-14,186.41,189.7,185.41,188.66,188.66,36529677.0,0.0,AAPL
32,2019-05-13,187.71,189.48,182.85,185.72,185.72,57430623.0,0.0,AAPL
33,2019-05-10,197.419,198.85,192.77,197.18,197.18,41208712.0,0.77,AAPL
34,2019-05-09,200.4,201.68,196.66,200.72,199.9392,34908607.0,0.0,AAPL
35,2019-05-08,201.9,205.34,201.75,202.9,202.1107,26339504.0,0.0,AAPL
36,2019-05-07,205.88,207.4175,200.825,202.86,202.0709,38763698.0,0.0,AAPL
37,2019-05-06,204.29,208.84,203.5,208.48,207.669,32443113.0,0.0,AAPL
