,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
44,2019-04-04,189.05,190.73,188.9,189.87,188.7656,2324932.0,0.0,MCD
45,2019-04-03,188.88,189.24,187.62,188.35,187.2544,2512264.0,0.0,MCD
46,2019-04-02,188.91,188.95,186.7,188.35,187.2544,1798034.0,0.0,MCD
47,2019-04-01,190.5,190.85,187.74,188.39,187.2942,3195051.0,0.0,MCD
48,2019-03-29,190.25,190.52,188.9101,189.9,188.7954,2951993.0,0.0,MCD
49,2019-03-28,187.97,189.445,187.93,189.39,188.2884,1977103.0,0.0,MCD
50,2019-03-27,187.64,188.66,187.03,187.51,186.4193,1684775.0,0.0,MCD
51,2019-03-26,186.65,188.88,186.35,187.48,186.3895,2609558.0,0.0,MCD
52,2019-03-25,186.25,186.46,184.01,185.72,184.6397,2651646.0,0.0,MCD
53,2019-03-22,185.96,188.65,185.935,186.81,185.7234,3319613.0,0.0,MCD
54,2019-03-21,184.44,186.63,184.43,186.37,185.286,2830192.0,0.0,MCD
55,2019-03-20,183.38,185.36,182.32,184.97,183.8941,3522394.0,0.0,MCD
56,2019-03-19,184.06,184.37,182.53,183.11,182.0449,4102771.0,0.0,MCD
57,2019-03-18,185.98,186.26,183.41,183.95,182.88,3669226.0,0.0,MCD
58,2019-03-15,183.27,185.46,182.11,185.33,184.252,6010520.0,0.0,MCD
59,2019-03-14,181.99,182.78,180.67,182.74,181.6771,2375444.0,0.0,MCD
60,2019-03-13,182.52,183.18,181.7,182.06,181.001,2612135.0,0.0,MCD
61,2019-03-12,181.67,182.1,180.66,181.83,180.7724,2191830.0,0.0,MCD
62,2019-03-11,180.0,181.12,179.8,181.08,180.0267,2071481.0,0.0,MCD
63,2019-03-08,179.75,180.0,178.27,179.5,178.4559,2757219.0,0.0,MCD
64,2019-03-07,182.12,182.39,179.95,180.52,179.47,3268106.0,0.0,MCD
65,2019-03-06,182.0,183.46,181.9,182.03,180.9712,2083946.0,0.0,MCD
66,2019-03-05,180.6,181.75,180.35,181.35,180.2952,3362509.0,0.0,MCD
67,2019-03-04,184.55,184.73,179.7,180.59,179.5396,4899760.0,0.0,MCD
68,2019-03-01,184.59,185.65,184.07,185.05,183.9736,2690988.0,0.0,MCD
69,2019-02-28,182.13,183.98,182.01,183.84,182.7707,3298206.0,1.16,MCD
70,2019-02-27,183.07,184.06,182.84,183.36,181.1504,2261701.0,0.0,MCD
71,2019-02-26,183.44,183.81,182.47,183.21,181.0023,2219087.0,0.0,MCD
72,2019-02-25,183.93,184.705,182.41,182.61,180.4095,3090787.0,0.0,MCD
73,2019-02-22,182.98,183.41,182.0,183.17,180.9627,3073495.0,0.0,MCD
74,2019-02-21,180.45,183.34,180.4,182.81,180.6071,4391022.0,0.0,MCD
75,2019-02-20,179.47,180.92,179.34,180.49,178.315,3707411.0,0.0,MCD
76,2019-02-19,181.11,181.9,179.16,179.25,177.09,4765391.0,0.0,MCD
77,2019-02-15,177.28,179.98,177.0142,179.97,177.8013,4648604.0,0.0,MCD
78,2019-02-14,173.93,176.44,173.41,175.87,173.7507,4428976.0,0.0,MCD
79,2019-02-13,174.0,174.66,173.75,174.15,172.0514,5283032.0,0.0,MCD
80,2019-02-12,174.79,175.28,173.8,173.97,171.8736,4692769.0,0.0,MCD
81,2019-02-11,175.24,175.9,174.17,174.26,172.1601,3216447.0,0.0,MCD
82,2019-02-08,174.77,175.47,174.4,174.75,172.6442,4051647.0,0.0,MCD
83,2019-02-07,176.0,176.26,174.31,175.28,173.1678,4176269.0,0.0,MCD
84,2019-02-06,177.55,177.55,175.99,176.18,174.057,3965233.0,0.0,MCD
85,2019-02-05,177.71,179.42,177.22,177.57,175.4302,4495881.0,0.0,MCD
86,2019-02-04,177.29,177.78,175.66,177.55,175.4105,4533792.0,0.0,MCD
87,2019-02-01,179.55,180.49,176.48,176.72,174.5905,6529191.0,0.0,MCD
88,2019-01-31,180.25,181.85,176.87,178.78,176.6256,10440122.0,0.0,MCD
89,2019-01-30,182.92,187.7923,178.67,181.77,179.5796,9489921.0,0.0,MCD
90,2019-01-29,183.28,183.72,180.97,182.17,179.9748,3666741.0,0.0,MCD
91,2019-01-28,183.06,183.72,181.83,183.6,181.3876,4138677.0,0.0,MCD
92,2019-01-25,188.77,189.42,183.93,184.0,181.7827,4408751.0,0.0,MCD
93,2019-01-24,186.86,187.88,185.94,187.37,185.1121,3214190.0,0.0,MCD
94,2019-01-23,184.78,186.17,184.11,186.09,183.8475,2530657.0,0.0,MCD
95,2019-01-22,182.25,185.48,182.25,184.57,182.3459,3190315.0,0.0,MCD
96,2019-01-18,183.04,183.26,180.94,182.57,180.37,3497959.0,0.0,MCD
97,2019-01-17,179.25,181.11,179.03,181.11,178.9276,3061038.0,0.0,MCD
98,2019-01-16,180.94,181.53,179.14,179.35,177.1888,3376029.0,0.0,MCD
99,2019-01-15,181.47,183.21,180.74,181.02,178.8386,3860212.0,0.0,MCD
