,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
0,2019-06-07,129.19,132.25,128.26,131.4,131.4,33844520.0,0.0,MSFT
1,2019-06-06,126.44,127.97,125.6,127.82,127.82,21458961.0,0.0,MSFT
2,2019-06-05,124.95,125.87,124.21,125.83,125.83,24926140.0,0.0,MSFT
3,2019-06-04,121.28,123.28,120.6522,123.16,123.16,29382642.0,0.0,MSFT
4,2019-06-03,123.85,124.37,119.01,119.84,119.84,37983637.0,0.0,MSFT
5,2019-05-31,124.23,124.615,123.32,123.68,123.68,26646769.0,0.0,MSFT
6,2019-05-30,125.26,125.76,124.78,125.73,125.73,16829613.0,0.0,MSFT
7,2019-05-29,125.38,125.39,124.04,124.94,124.94,22763140.0,0.0,MSFT
8,2019-05-28,126.98,128.0,126.05,126.16,126.16,23128359.0,0.0,MSFT
9,2019-05-24,126.91,127.415,125.97,126.24,126.24,14123358.0,0.0,MSFT
10,2019-05-23,126.2,126.29,124.74,126.18,126.18,23603810.0,0.0,MSFT
11,2019-05-22,126.62,128.24,126.52,127.67,127.67,15396485.0,0.0,MSFT
12,2019-05-21,127.43,127.5273,126.58,126.9,126.9,15293260.0,0.0,MSFT
13,2019-05-20,126.52,127.5894,125.7607,126.22,126.22,23706934.0,0.0,MSFT
14,2019-05-17,128.305,130.46,127.92,128.07,128.07,25770539.0,0.0,MSFT
15,2019-05-16,126.75,129.38,126.46,128.93,128.93,30112216.0,0.0,MSFT
16,2019-05-15,124.26,126.71,123.7,126.02,126.02,24722708.0,0.46,MSFT
17,2019-05-14,123.87,125.88,123.7,124.73,124.2764,25266315.0,0.0,MSFT
18,2019-05-13,124.11,125.55,123.04,123.35,122.9014,33944923.0,0.0,MSFT
19,2019-05-10,124.91,127.93,123.82,127.13,126.6676,30915084.0,0.0,MSFT
20,2019-05-09,124.29,125.79,123.57,125.5,125.0436,27235835.0,0.0,MSFT
21,2019-05-08,125.44,126.37,124.75,125.51,125.0535,28418996.0,0.0,MSFT
