,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
22,2019-05-07,126.46,127.18,124.22,125.52,125.0635,36017661.0,0.0,MSFT
23,2019-05-06,126.39,128.56,126.11,128.15,127.6839,24239464.0,0.0,MSFT
24,2019-05-03,127.36,129.43,127.25,128.9,128.4312,24911126.0,0.0,MSFT
25,2019-05-02,127.98,128.0,125.52,126.21,125.751,27350161.0,0.0,MSFT
26,2019-05-01,130.53,130.65,127.7,127.88,127.4149,26821692.0,0.0,MSFT
27,2019-04-30,129.81,130.7,129.3947,130.6,130.125,24166503.0,0.0,MSFT
28,2019-04-29,129.9,130.18,129.35,129.77,129.298,16324183.0,0.0,MSFT
29,2019-04-26,129.7,130.5152,129.02,129.89,129.4176,23654933.0,0.0,MSFT
30,2019-04-25,130.06,131.37,128.83,129.15,128.6803,38033892.0,0.0,MSFT
31,2019-04-24,125.79,125.85,124.52,125.01,124.5553,31256980.0,0.0,MSFT
32,2019-04-23,124.1,125.58,123.83,125.44,124.9838,24025521.0,0.0,MSFT
33,2019-04-22,122.62,124.0,122.57,123.76,123.3099,15648724.0,0.0,MSFT
34,2019-04-18,122.19,123.52,121.3018,123.37,122.9213,27990998.0,0.0,MSFT
35,2019-04-17,121.24,121.85,120.54,121.77,121.3271,19300938.0,0.0,MSFT
36,2019-04-16,121.64,121.65,120.1,120.77,120.3308,14071787.0,0.0,MSFT
37,2019-04-15,120.94,121.58,120.57,121.05,120.6097,15792572.0,0.0,MSFT
38,2019-04-12,120.64,120.98,120.37,120.95,120.5101,19745143.0,0.0,MSFT
39,2019-04-11,120.54,120.85,119.92,120.33,119.8924,14209121.0,0.0,MSFT
40,2019-04-10,119.76,120.35,119.54,120.19,119.7529,16477169.0,0.0,MSFT
41,2019-04-09,118.63,119.54,118.58,119.28,118.8462,17611981.0,0.0,MSFT
42,2019-04-08,119.81,120.02,118.64,119.93,119.4938,15116186.0,0.0,MSFT
43,2019-04-05,119.39,120.23,119.37,119.89,119.454,15826245.0,0.0,MSFT
44,2019-04-04,120.1,120.23,118.38,119.36,118.9259,20112848.0,0.0,MSFT
45,2019-04-03,119.86,120.43,119.15,119.97,119.5337,22860744.0,0.0,MSFT
46,2019-04-02,119.06,119.48,118.52,119.19,118.7565,18142297.0,0.0,MSFT
47,2019-04-01,118.95,119.1085,118.1,119.02,118.5871,22789103.0,0.0,MSFT
48,2019-03-29,118.07,118.32,116.96,117.94,117.5111,25399752.0,0.0,MSFT
49,2019-03-28,117.44,117.58,116.13,116.93,116.5047,18334755.0,0.0,MSFT
50,2019-03-27,117.875,118.21,115.5215,116.77,116.3453,22733427.0,0.0,MSFT
51,2019-03-26,118.62,118.705,116.85,117.91,117.4812,26097665.0,0.0,MSFT
52,2019-03-25,116.56,118.01,116.3224,117.66,117.2321,27067117.0,0.0,MSFT
53,2019-03-22,119.5,119.59,117.04,117.05,116.6243,33624528.0,0.0,MSFT
54,2019-03-21,117.135,120.82,117.09,120.22,119.7828,29854446.0,0.0,MSFT
55,2019-03-20,117.39,118.75,116.71,117.52,117.0926,28113343.0,0.0,MSFT
56,2019-03-19,118.09,118.44,116.99,117.65,117.2221,37588697.0,0.0,MSFT
57,2019-03-18,116.17,117.61,116.05,117.57,117.1424,31207596.0,0.0,MSFT
58,2019-03-15,115.34,117.25,114.59,115.91,115.4884,54630661.0,0.0,MSFT
59,2019-03-14,114.54,115.2,114.33,114.59,114.1732,30763367.0,0.0,MSFT
60,2019-03-13,114.13,115.0,113.78,114.5,114.0836,35513771.0,0.0,MSFT
61,2019-03-12,112.82,113.99,112.6499,113.62,113.2068,26132717.0,0.0,MSFT
62,2019-03-11,110.99,112.95,110.98,112.83,112.4196,26491618.0,0.0,MSFT
63,2019-03-08,109.16,110.71,108.8,110.51,110.1081,22818430.0,0.0,MSFT
64,2019-03-07,111.4,111.55,109.865,110.39,109.9885,25338954.0,0.0,MSFT
65,2019-03-06,111.87,112.66,111.43,111.75,111.3436,17686996.0,0.0,MSFT
66,2019-03-05,112.25,112.39,111.23,111.7,111.2938,19538318.0,0.0,MSFT
67,2019-03-04,113.02,113.25,110.8,112.26,111.8517,26608014.0,0.0,MSFT
68,2019-03-01,112.89,113.02,111.665,112.53,112.1207,23501169.0,0.0,MSFT
69,2019-02-28,112.04,112.88,111.73,112.03,111.6226,29083934.0,0.0,MSFT
70,2019-02-27,111.69,112.36,110.88,112.17,111.762,21487062.0,0.0,MSFT
71,2019-02-26,111.26,113.24,111.17,112.36,111.9514,21536733.0,0.0,MSFT
72,2019-02-25,111.76,112.18,111.26,111.59,111.1842,23750599.0,0.0,MSFT
73,2019-02-22,110.05,111.2,109.82,110.97,110.5664,27763218.0,0.0,MSFT
74,2019-02-21,106.9,109.48,106.87,109.41,109.0121,29063231.0,0.0,MSFT
75,2019-02-20,107.86,107.94,106.29,107.15,106.7603,21607671.0,0.46,MSFT
76,2019-02-19,107.79,108.66,107.78,108.17,107.3159,18038460.0,0.0,MSFT
77,2019-02-15,107.91,108.3,107.3624,108.22,107.3655,26606886.0,0.0,MSFT
78,2019-02-14,106.31,107.29,105.66,106.9,106.0559,21784703.0,0.0,MSFT
79,2019-02-13,107.5,107.78,106.71,106.81,105.9666,18394869.0,0.0,MSFT
80,2019-02-12,106.14,107.14,105.48,106.89,106.046,25056595.0,0.0,MSFT
81,2019-02-11,106.2,106.58,104.965,105.25,104.4189,18914123.0,0.0,MSFT
82,2019-02-08,104.39,105.78,104.2603,105.67,104.8356,21461093.0,0.0,MSFT
83,2019-02-07,105.185,105.59,104.29,105.27,104.4388,29760697.0,0.0,MSFT
84,2019-02-06,107.0,107.0,105.53,106.03,105.1928,20609759.0,0.0,MSFT
85,2019-02-05,106.06,107.27,105.96,107.22,106.3734,27325365.0,0.0,MSFT
86,2019-02-04,102.87,105.8,102.77,105.74,104.9051,31315282.0,0.0,MSFT
87,2019-02-01,103.775,104.0999,102.35,102.78,101.9684,35535690.0,0.0,MSFT
88,2019-01-31,103.8,105.22,103.18,104.43,103.6054,55636391.0,0.0,MSFT
89,2019-01-30,104.62,106.38,104.33,106.38,105.54,49471866.0,0.0,MSFT
90,2019-01-29,104.88,104.97,102.17,102.94,102.1272,31490547.0,0.0,MSFT
91,2019-01-28,106.26,106.48,104.66,105.08,104.2503,29476719.0,0.0,MSFT
92,2019-01-25,107.24,107.88,106.59,107.17,106.3238,31218193.0,0.0,MSFT
93,2019-01-24,106.86,107.0,105.34,106.2,105.3614,23164838.0,0.0,MSFT
94,2019-01-23,106.12,107.04,105.34,106.71,105.8674,25874294.0,0.0,MSFT
95,2019-01-22,106.75,107.1,104.86,105.68,104.8455,32371253.0,0.0,MSFT
96,2019-01-18,107.46,107.9,105.91,107.71,106.8595,37427587.0,0.0,MSFT
97,2019-01-17,105.0,106.625,104.76,106.12,105.2821,28393015.0,0.0,MSFT
98,2019-01-16,105.26,106.255,104.96,105.38,104.5479,29853865.0,0.0,MSFT
99,2019-01-15,102.51,105.05,101.88,105.01,104.1808,31587616.0,0.0,MSFT
